key,instruction_raw,instruction_uni,level_id,sample_id,reward_enum,feature_name,sub_condition,condition_0,condition_1,condition_2,condition_3,condition_4
pk001394,The map has a fairly restricted path length.,The map has a fairly restricted path length.,001394,pokemon_0415,1,path_length,,,19.0,,,
pk001395,The floor path is extremely long.,The empty path is extremely long.,001395,pokemon_0416,1,path_length,,,33.0,,,
pk001396,The map has a long traversable path with a few enemies.,The map has a long path with a few hazards.,001396,pokemon_0417,1,path_length,,,30.0,,,
pk001397,The map has a very long path through floors and grass.,The map has a very long path through empty and collectable tiles.,001397,pokemon_0418,1,path_length,,,39.0,,,
pk001398,"The map has a long path through floor, grass, and water.","The map has a long path through empty, hazard, and collectable tiles.",001398,pokemon_0419,1,path_length,,,35.0,,,
pk001399,The map has a long path with few obstacles.,The map has a long path with few walls.,001399,pokemon_0420,1,path_length,,,30.0,,,
pk001400,The overworld has a long winding path through floors and grass.,The map has a long winding path through empty tiles.,001400,pokemon_0421,1,path_length,,,30.0,,,
pk001401,The floor path is very short.,The empty path is very short.,001401,pokemon_0422,1,path_length,,,18.0,,,
pk001402,"The map has a long path through grass, floors, objects, and enemies.","The map has a long path through empty tiles, hazards, and collectables.",001402,pokemon_0423,1,path_length,,,27.0,,,
pk001403,The floor forms a long path with scattered enemies.,The empty space forms a long path with scattered hazards.,001403,pokemon_0424,1,path_length,,,30.0,,,
pk001404,The floor stretches through a long path with a few enemies.,Empty space stretches through a long path with a few hazards.,001404,pokemon_0425,1,path_length,,,30.0,,,
pk001405,The map has a very long traversable path through floor and grass.,The map has a very long traversable path through empty and passable tiles.,001405,pokemon_0427,1,path_length,,,39.0,,,
pk001406,The floor forms a moderately long path.,The empty space forms a moderately long path.,001406,pokemon_0428,1,path_length,,,30.0,,,
pk001407,The passable path is tiny.,The passable space is tiny.,001407,pokemon_0429,1,path_length,,,16.0,,,
pk001408,The floor paths are tiny.,The empty paths are tiny.,001408,pokemon_0430,1,path_length,,,15.0,,,
pk001409,"The map has a long, winding passable route.","The map has a long, winding walkable route.",001409,pokemon_0431,1,path_length,,,30.0,,,
pk001410,The route through floor and grass is fairly long.,The route through empty tiles is fairly long.,001410,pokemon_0432,1,path_length,,,25.0,,,
pk001411,The map has a limited path length.,The map has a limited path length.,001411,pokemon_0433,1,path_length,,,20.0,,,
pk001412,The floor paths are fairly restricted.,The empty paths are fairly restricted.,001412,pokemon_0434,1,path_length,,,20.0,,,
pk001413,The overworld has a long winding route.,The map has a long winding path through passable tiles.,001413,pokemon_0435,1,path_length,,,30.0,,,
pk001414,The map has a very short path through the FLOOR.,The map has a very short path through empty space.,001414,pokemon_0436,1,path_length,,,0.0,,,
pk001415,The route through the floor is fairly long.,The route through the empty spaces is fairly long.,001415,pokemon_0437,1,path_length,,,30.0,,,
pk001416,The floor paths are fairly short.,The walkable spaces are fairly short.,001416,pokemon_0438,1,path_length,,,20.0,,,
pk001417,"The map has a long, winding traversable path.","The map has a long, winding path through passable space.",001417,pokemon_0439,1,path_length,,,25.0,,,
pk001418,The route is long with a few enemies.,The path is long with a few hazards.,001418,pokemon_0440,1,path_length,,,30.0,,,
pk001419,The path through floors is moderately restricted.,The path through empty tiles is moderately restricted.,001419,pokemon_0441,1,path_length,,,24.0,,,
pk001420,"The map has a long, winding route.","The map has a long, winding route.",001420,pokemon_0442,1,path_length,,,30.0,,,
pk001421,The overworld has a somewhat restricted traversable path.,The map has a somewhat restricted passable path.,001421,pokemon_0443,1,path_length,,,20.0,,,
pk001422,The route through FLOOR is very short.,The path through empty tiles is very short.,001422,pokemon_0444,1,path_length,,,18.0,,,
pk001423,The route is fairly long with a few enemies.,The route is fairly long with a few hazards.,001423,pokemon_0445,1,path_length,,,30.0,,,
pk001424,The map has a tiny passable path through floor and grass.,The map has a tiny passable path through empty and collectable tiles.,001424,pokemon_0446,1,path_length,,,7.0,,,
pk001425,A long path winds through the floor with a few enemies.,A long path winds through empty space with a few hazards.,001425,pokemon_0447,1,path_length,,,30.0,,,
pk001426,The floor area is tiny and confined.,The empty area is tiny and confined.,001426,pokemon_0449,1,path_length,,,12.0,,,
pk001427,The passable tiles form a moderately long path.,The empty tiles form a moderately long path.,001427,pokemon_0450,1,path_length,,,20.0,,,
pk001428,The path length is fairly long.,The traversable path length is fairly long.,001428,pokemon_0451,1,path_length,,,30.0,,,
pk001429,The passable terrain is fairly restricted.,The empty space is fairly restricted.,001429,pokemon_0452,1,path_length,,,21.0,,,
pk001430,The map has a long path through floors and grass.,The map has a long path through empty space and hazards.,001430,pokemon_0453,1,path_length,,,30.0,,,
pk001431,The floor stretches along a long path.,The empty space forms a long path.,001431,pokemon_0454,1,path_length,,,30.0,,,
pk001432,The floors form a fairly long path.,The empty space forms a fairly long path.,001432,pokemon_0455,1,path_length,,,30.0,,,
pk001433,"The map has a long, winding path through floor and grass.","The map has a long, winding path through empty space.",001433,pokemon_0457,1,path_length,,,30.0,,,
pk001434,The map has a tiny path among mostly floor and grass.,The map has a tiny path among mostly empty tiles.,001434,pokemon_0458,1,path_length,,,0.0,,,
pk001435,The route through floors is fairly limited.,The route through empty tiles is fairly limited.,001435,pokemon_0459,1,path_length,,,23.0,,,
pk001436,The overworld has a restricted path.,The map has a restricted empty path.,001436,pokemon_0460,1,path_length,,,22.0,,,
pk001437,The map has a long traversable path through the floor and grass.,The map has a long traversable path through empty space and hazards.,001437,pokemon_0462,1,path_length,,,30.0,,,
pk001438,The paths are fairly short across the map.,The traversable space is fairly short.,001438,pokemon_0463,1,path_length,,,24.0,,,
pk001439,The FLOOR area is tiny and clustered.,The empty area is tiny and clustered.,001439,pokemon_0464,1,path_length,,,10.0,,,
pk001440,The floor area is tiny and cramped.,The empty space is tiny and cramped.,001440,pokemon_0465,1,path_length,,,17.0,,,
pk001441,The map has a minimal traversable path.,The map has a minimal traversable path.,001441,pokemon_0466,1,path_length,,,0.0,,,
pk001442,The map has a long winding path.,The map has a long winding path.,001442,pokemon_0467,1,path_length,,,25.0,,,
pk001443,"The overworld has a long, winding path.",The map has a long path through empty and hazard tiles.,001443,pokemon_0468,1,path_length,,,30.0,,,
pk001444,The traversable path is very long.,The traversable empty space is very long.,001444,pokemon_0469,1,path_length,,,35.0,,,
pk001445,A tiny floor area sits amid empty space.,A tiny empty area sits amid wall space.,001445,pokemon_0470,1,path_length,,,13.0,,,
pk001446,The map has a short floor path.,The map has a short empty path.,001446,pokemon_0471,1,path_length,,,0.0,,,
pk001447,The route is very short.,The traversable path is very short.,001447,pokemon_0472,1,path_length,,,18.0,,,
pk001448,The floor path is minimal.,The empty path is minimal.,001448,pokemon_0473,1,path_length,,,12.0,,,
pk001449,A reasonably long path runs through the floors and grass.,A reasonably long path runs through the empty tiles.,001449,pokemon_0474,1,path_length,,,28.0,,,
pk001450,The map has minimal FLOOR path length.,The map has minimal empty path length.,001450,pokemon_0475,1,path_length,,,18.0,,,
pk001451,The path through floor and grass is long.,The path through empty space is long.,001451,pokemon_0476,1,path_length,,,30.0,,,
pk001452,"The path through floor, grass, and objects is very short.","The path through empty, hazard, and collectable tiles is very short.",001452,pokemon_0477,1,path_length,,,10.0,,,
pk001453,The floor and grass form a long path with a few objects and enemies.,The empty space and passable tiles form a long path with a few hazards and collectables.,001453,pokemon_0478,1,path_length,,,30.0,,,
pk001454,The traversable path is very short and sparse.,The passable area is very short and sparse.,001454,pokemon_0479,1,path_length,,,0.0,,,
pk001455,The path is moderately short through the floors.,The path is moderately short through empty space.,001455,pokemon_0480,1,path_length,,,22.0,,,
pk001456,"The floor is spread with a long, winding route.","The empty space allows a long, winding route.",001456,pokemon_0481,1,path_length,,,30.0,,,
pk001457,The map has a very long traversable route.,The map has a very long traversable route.,001457,pokemon_0482,1,path_length,,,35.0,,,
pk001458,The path is very long across the map.,The traversable space forms a very long path.,001458,pokemon_0483,1,path_length,,,34.0,,,
pk001459,The passable path is limited.,The passable path is limited.,001459,pokemon_0484,1,path_length,,,20.0,,,
pk001460,The map has a restricted path length.,The map has a restricted path length.,001460,pokemon_0485,1,path_length,,,24.0,,,
pk001461,The level has a long traversable path.,The level has a long traversable path.,001461,pokemon_0486,1,path_length,,,30.0,,,
pk001462,The path is fairly long.,The traversable space is fairly long.,001462,pokemon_0487,1,path_length,,,30.0,,,
pk001463,Long paths run through the map.,Long paths run through the map.,001463,pokemon_0488,1,path_length,,,30.0,,,
pk001464,The overworld has a moderately long winding route.,The map has a moderately long winding path.,001464,pokemon_0489,1,path_length,,,21.0,,,
pk001465,The map has a long stretch of floor and grass.,The map has a long stretch of empty space and passables.,001465,pokemon_0490,1,path_length,,,30.0,,,
pk001466,"The floor has a long, winding path.","The empty space has a long, winding path.",001466,pokemon_0491,1,path_length,,,30.0,,,
pk001467,The map has a long path with scattered enemies.,The map has a long path with scattered hazards.,001467,pokemon_0492,1,path_length,,,25.0,,,
pk001468,The map has a long winding route.,The map has a long winding route.,001468,pokemon_0494,1,path_length,,,26.0,,,
pk001469,The route is extensive through floor and grass.,The route is extensive through empty and hazard tiles.,001469,pokemon_0495,1,path_length,,,40.0,,,
pk001470,The map has a minimal path length through FLOOR.,The map has a minimal path length through empty space.,001470,pokemon_0496,1,path_length,,,0.0,,,
pk001471,The floor paths are somewhat limited.,The empty paths are somewhat limited.,001471,pokemon_0497,1,path_length,,,23.0,,,
